ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
大田区,任意予防接種費用助成,こどもインフルエンザ予防接種費用助成(おたふくかぜの区独自助成はなし),,,なし,クーポン・利用料減免,"おたふくかぜは特別な助成制度なし(全額自己負担)。こどもインフルエンザ予防接種費用の一部助成と男性HPVワクチン接種費用助成は実施",委託医療機関で予診票提示,母子健康手帳,0,,https://www.city.ota.tokyo.jp/seikatsu/hoken/yobou_sessyu/kodomo/kodomo_infuru_yobou_sessyu_josei.html,2026-09-06,,"調査の結果、おたふくかぜへの区独自助成は確認できず。23区の中でおたふくかぜ助成がない区の一つ"
世田谷区,任意予防接種費用助成,おたふくかぜ予防接種費用助成/子どもインフルエンザ予防接種費用助成,12,72,なし,クーポン・利用料減免,"令和6年7月1日開始。1回あたり3,000円助成(2回まで)。開始日より前の接種は対象外",委託医療機関で予診票提示,母子健康手帳,0,,https://www.city.setagaya.lg.jp/02015/10846.html,2026-09-06,,
渋谷区,任意予防接種費用助成,子どもの任意予防接種(おたふくかぜ)費用助成,12,36,なし,クーポン・利用料減免,"対象年齢は1歳〜3歳。助成金額の詳細は公式サイト・地域保健課で要確認",区内医療機関で住所確認書類または乳幼児医療証を提示,住所確認書類または乳幼児医療証,0,,https://www.city.shibuya.tokyo.jp/kenko/iryo-kenko/yobo-sesshu/kodomo_ninni.html,2026-09-06,,対象年齢が「1歳〜3歳」とやや短め(他区は就学前までが多い)
中野区,任意予防接種費用助成,おたふくかぜ任意予防接種費用一部助成/小児インフルエンザ,12,72,なし,クーポン・利用料減免,"おたふくかぜ:助成額4,000円(接種費用との差額を医療機関窓口で自己負担)",委託医療機関で予診票提示,母子健康手帳,0,,https://www.city.tokyo-nakano.lg.jp/dept/407000/d001732.html,2026-09-06,,区外医療機関で接種した場合は事後申請(償還払い)にも対応
杉並区,任意予防接種費用助成,おたふくかぜ予防接種一部費用助成/小児インフルエンザ予防接種費用助成,12,72,なし,クーポン・利用料減免,"おたふくかぜ:助成額4,000円。対象は満1歳〜小学校就学前の3月31日まで",委託医療機関で予診票提示,母子健康手帳,0,,https://www.city.suginami.tokyo.jp/s047/968.html,2026-09-06,,
豊島区,任意予防接種費用助成,おたふくかぜ予防接種(任意)/小児インフルエンザ任意接種一部助成,12,36,なし,クーポン・利用料減免,"1回目は無料。令和7年4月から2回目も一部助成開始(助成額3,000円)。対象は1歳〜3歳の誕生日前日まで",予診票が自動送付され委託医療機関で使用,母子健康手帳,0,,https://www.city.toshima.lg.jp/564/kenko/kenko/yobosesshu/029403.html,2026-09-06,,"1回目が完全無料なのは23区の中でも珍しい。新宿区の医療機関でも接種可能な広域連携あり"
北区,任意予防接種費用助成,おたふくかぜ(任意予防接種),12,72,生活保護世帯等は全額公費負担,クーポン・利用料減免,"協力医療機関の接種費用から助成額を差し引いた額を自己負担(具体的な助成額は公式サイトで要確認)。生活保護世帯等は全額助成",委託医療機関で予診票提示,"乳幼児医療証・母子健康手帳",0,,https://www.city.kita.lg.jp/children-edu/childcare/1018252/1018253/1018254/1002826.html,2026-09-06,,助成額の具体的な数字は検索結果からは未確認、要再確認
荒川区,任意予防接種費用助成,おたふくかぜ予防接種費用の助成,,,なし,クーポン・利用料減免,"助成額3,500円(予診票方式)。協力医療機関以外で接種した場合は接種日から1年以内に申請すれば償還払いも可能",委託医療機関で予診票提示(区外は事後申請),母子健康手帳,0,,https://www.city.arakawa.tokyo.jp/a033/ninshinshussan/joseikyuufu/otafukukaze.html,2026-09-06,,区外接種でも1年以内なら事後申請できる点が他区より柔軟
板橋区,任意予防接種費用助成,おたふくかぜワクチン任意接種助成事業,12,72,なし,クーポン・利用料減免,"1歳時と就学前1年間(年長)の2回、各回3,000円助成。対象者には予診票が自動送付される",委託医療機関で予診票提示,母子健康手帳,1,予診票の有効期限内のみ有効(期限外接種は助成対象外),https://www.city.itabashi.tokyo.jp/kenko/kenshin/yobou/1002621.html,2026-09-06,,
練馬区,任意予防接種費用助成,おたふくかぜ予防接種費用助成,,,なし,クーポン・利用料減免,"助成額3,000円(予診票方式)。区が発行する予診票が必須で、接種日に区内住民登録が必要",委託医療機関で予診票提示,母子健康手帳,0,,https://www.city.nerima.tokyo.jp/hokenfukushi/hoken/yobo/kodomo_yobo/ninni/mumps.html,2026-09-06,,
足立区,任意予防接種費用助成,おたふくかぜワクチン任意予防接種費用一部助成,12,24,おたふくかぜ罹患歴なし・接種回数1回未満が条件,クーポン・利用料減免,"1歳の誕生日前日から2歳の誕生日前日までが対象。助成額4,000円(1回のみ、2回目は助成対象外)。令和5年4月開始",委託医療機関で予診票提示,母子健康手帳,1,対象年齢(1〜2歳)を過ぎると助成不可、開始前(令和5年4月1日より前)の接種は遡って助成されない,https://www.city.adachi.tokyo.jp/hoken/otafuku.html,2026-09-06,,"23区で唯一「1回のみ」助成、2回目は自己負担という制限がある区"
葛飾区,任意予防接種費用助成,おたふくかぜワクチンの全額助成,12,72,なし,クーポン・利用料減免,"全額助成(自己負担なし)。1回目は1歳の間、2回目は就学前年度中に接種。ワクチン不足に伴い一部年代は接種期間が令和8年3月31日まで延長",委託医療機関で予診票提示,母子健康手帳,1,1回目は1歳の間、2回目は就学前年度末まで(一部延長あり),https://www.city.katsushika.lg.jp/kenkou/1000050/1001800/1020098.html,2026-09-06,,千代田区と並び「全額助成」の区。差別化ポイントとして目立つ
江戸川区,任意予防接種費用助成,おたふくかぜワクチン任意接種費用の一部助成(区独自事業),12,84,なし,クーポン・利用料減免,"接種1回につき上限3,000円を2回まで助成。令和8年度は小学1年生も特例で対象に追加(令和9年3月31日まで延長)",委託医療機関で予診票提示,母子健康手帳,1,通常は就学前年度まで、令和8年度は小1特例で令和9年3月31日まで延長,https://www.city.edogawa.tokyo.jp/e054/kenko/iryo/yobosesshu/otahuku.html,2026-09-06,,区が「区独自事業」と明記している
