ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
大田区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+転居一時金助成,0,216,所得制限あり,現物給付,"マル親医療証に加え、転居費用の助成(大田区転居一時金助成)。児童扶養手当受給者はJR通勤定期割引・都営交通無料パス・水道料金一部免除等の付帯特典あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.ota.tokyo.jp/seikatsu/kodomo/teate/hitorioya.html,2026-09-06,,
世田谷区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ホームヘルパー派遣,0,216,所得制限あり,現物給付,"マル親医療証に加え、ひとり親になって2年以内なら6ヶ月以内(月12日以内)、就労等で養育困難な場合は1年以内(月12日以内)のホームヘルパー派遣。産前産後のふれあいサービスも別途あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.setagaya.lg.jp/kyoutsu/kodomo/1321.html,2026-09-06,,ヘルパー派遣の利用条件が具体的に明記されている
渋谷区,ひとり親家庭向け支援,児童育成手当+休養ホーム等,0,216,所得制限あり,現物給付,"マル親医療証相当の助成に加え、児童育成手当受給者向けに宿泊施設・日帰り施設・観劇等の利用助成あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.shibuya.tokyo.jp/kodomo/kodomo-teate-josei/hitorioya/hitorioya_teate.html,2026-09-06,,
中野区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+実質ひとり親家庭給付金+住宅支援補助金,0,216,所得制限あり(給付金は収入制限額内),現物給付,"マル親医療証に加え、区独自で「実質ひとり親家庭への子育て支援給付事業」(離婚調停・離婚訴訟中の父母に対象児童1人につき10万円を支給。離婚成立前でも対象になる点が特徴的)、区内転居費用を補助する住宅支援補助金",窓口,健康保険証・戸籍謄本等,0,,https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/mokuteki/hitorioya/teate_jyosei/shienjigyo.html,2026-09-06,,離婚成立前の「実質ひとり親」まで対象にする給付金は23区内でも珍しい独自制度
杉並区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+児童育成手当,0,216,所得制限あり,現物給付,"マル親医療証に加え、児童育成手当(月額13,500円/児童、標準額)",窓口,健康保険証・戸籍謄本等,0,,https://www.city.suginami.tokyo.jp/s053/news/18645.html,2026-09-06,,際立った区独自の上乗せは確認できず(標準的な制度が中心)
豊島区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+養育費確保支援,0,216,所得制限あり,現物給付,"マル親医療証に加え、養育費の公正証書作成費用(家事調停・家事審判費用含む)を全額補助、養育費保証契約の初回保証料の一部を補助",窓口,健康保険証・戸籍謄本等,0,,https://www.city.toshima.lg.jp/kosodate/kosodate/hitorioya/index.html,2026-09-06,,養育費確保支援がやや手厚い
北区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+児童育成手当,0,216,所得制限あり,現物給付,"マル親医療証に加え、児童育成手当(月額13,500円/児童、標準額)。生活費・引越・進学・就職資金の貸付制度もあり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.kita.lg.jp/children-edu/childcare/1002833/1002848/1016855.html,2026-09-06,,際立った区独自の上乗せ現金給付は確認できず
荒川区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+民間賃貸住宅入居支援,0,216,所得制限あり,現物給付,"マル親医療証に加え、民間賃貸住宅入居時に保証人が見つからない場合の保証料を補助する「ひとり親世帯等民間賃貸住宅入居支援事業」、育児・家事援助サービス",窓口,健康保険証・戸籍謄本等,0,,https://www.city.arakawa.tokyo.jp/kosodate/hitorioyakatei/index.html,2026-09-06,,住宅の保証料補助は江東区・品川区等と同系統の制度
板橋区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+標準的な手当,0,216,所得制限あり,現物給付,マル親医療証と児童扶養手当・児童育成手当が中心。就労関連の訓練給付金はあるが際立った独自の金銭給付は確認できず,窓口,健康保険証・戸籍謄本等,0,,https://www.city.itabashi.tokyo.jp/kosodate/hitorioya/index.html,2026-09-06,,要再確認(公式ページの深掘りで独自制度が見つかる可能性あり)
練馬区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+住宅資金貸付+ホームヘルプ,0,216,所得制限あり,現物給付,"マル親医療証に加え、住宅資金貸付(月7万円まで、12ヶ月)、小学生以下の子がいる家庭向けホームヘルプサービス",窓口,健康保険証・戸籍謄本等,0,,https://www.city.nerima.tokyo.jp/hokenfukushi/iryo/iryojosei/hitorioya.html,2026-09-06,,
足立区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+育児支援サービス,0,216,所得制限あり,現物給付,マル親医療証に加え、育児支援サービスの助成や高等職業訓練促進給付金等事業あり,窓口,健康保険証・戸籍謄本等,0,,https://www.city.adachi.tokyo.jp/oyako/k-kyoiku/kosodate/hitorioya-hitorioya.html,2026-09-06,,
葛飾区,ひとり親家庭向け支援,ひとり親家庭等医療費助成+ホームヘルパー派遣(小3まで),0,216,"所得制限あり(ヘルパー費用は所得に応じ一部負担)",現物給付,"マル親医療証に加え、小学校3年生までの児童を扶養するひとり親家庭に、家事・育児支援のホームヘルパーを一定期間派遣",窓口,健康保険証・戸籍謄本等,0,,https://www.city.katsushika.lg.jp/kosodate/1000056/1002341/index.html,2026-09-06,,ヘルパー派遣の対象年齢が「小3まで」と明確な点が特徴
江戸川区,ひとり親家庭向け支援,ひとり親家庭等医療費助成(区独自制度と明記),0,216,所得制限あり,現物給付,"江戸川区独自制度として明記されたマル親医療費助成に加え、児童扶養手当・児童育成手当あり",窓口,健康保険証・戸籍謄本等,0,,https://www.city.edogawa.tokyo.jp/kosodate/kosodate/teateshien/shisaku/index.html,2026-09-06,,際立った追加の金銭給付は確認できず
