ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
大田区,多胎児家庭向け支援,多胎児家庭移動経費助成事業 + にこにこサポート,0,36,なし,クーポン・利用料減免,乳幼児健診・産後ケア等の母子保健事業参加時のタクシー費用の一部を助成。産前産後家事援助事業(にこにこサポート)も多胎児家庭が利用可能,窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.ota.tokyo.jp/seikatsu/kodomo/shien/kodomo_katei_shien_c/tataijisien.html,2026-09-06,,対象児の年齢区分ごとに保健師等の面接・訪問が条件
世田谷区,多胎児家庭向け支援,ツインズプラスサポート事業 + 多胎児家庭タクシー料金助成 + 多胎妊婦健診費用助成,-9,36,なし,クーポン・利用料減免,訪問支援ヘルパーが家事・育児(掃除・洗濯物たたみ等)をサポート(3歳未満対象)。乳幼児健診や母子保健講習会利用時のタクシー料金を助成。多胎妊婦健診の追加費用も助成,窓口 or オンライン,母子健康手帳,0,,https://www.city.setagaya.lg.jp/02413/1212.html,2026-09-06,,3事業がパッケージ化されており手厚い部類
渋谷区,多胎児家庭向け支援,多胎児支援母子保健事業利用時タクシー移動経費補助 + 多胎プレファミリー講座,,,なし,クーポン・利用料減免,母子保健事業(健診等)利用時のタクシー移動費を補助。多胎妊娠中の家庭向けの講座事業も実施,渋谷区子育てネウボラ,情報不足のため公式サイトで要確認,0,,https://www.city.shibuya.tokyo.jp/kodomo/ninshin/ninshin-sodan/tatai_prefamily.html,2026-09-06,,渋谷区子育てネウボラ(拠点型相談窓口)経由での案内が中心
中野区,多胎児家庭向け支援,多胎児家庭支援事業 + 多胎児ピアサポート事業,-9,36,なし,クーポン・利用料減免,妊娠中〜3歳の誕生日前日まで多胎児家庭サポーター事業を利用可能。「たまごタクシー」対象エリア(陣痛タクシー),窓口 or すこやか福祉センター,情報不足のため公式サイトで要確認,0,,https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/syussan/sangoshien/tataijikazoku.html,2026-09-06,,令和8年度事業として案内あり
杉並区,多胎児家庭向け支援,多胎児家庭家事・育児ヘルパー支援 + 産後ケア多胎加算 + こんにちは赤ちゃん訪問(多胎6回),0,12,なし,クーポン・利用料減免,"家事・育児ヘルパーが訪問し外出支援等も実施。産後ケア多胎加算(宿泊型・個別型2人目以降1日2,000円、小規模グループ型1,000円)。こんにちは赤ちゃん訪問は通常3回のところ多胎児家庭は6回まで無料",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.suginami.tokyo.jp/s054/1141.html,2026-09-06,,多子世帯支援(2026年9月から認可保育施設の保険料無償化等)も別途あり
豊島区,多胎児家庭向け支援,育児支援ヘルパー(多胎児加算) + 産後ドゥーラ利用助成 + ツインスマイル面接,0,24,なし,クーポン・利用料減免,"育児支援ヘルパーは多胎児の場合1妊娠につき160時間まで利用可(1,350円/時間)。産後ドゥーラは多胎児1人あたり12時間まで。産後ケアも多胎児加算あり(宿泊型2人目以降1日750円、通所型500円加算、通所型5回利用可)。移動経費補助(ツインスマイル面接)もあり",窓口 or オンライン,母子健康手帳,0,,https://matsugaoka-sango.com/toshima_doula/,2026-09-06,,複数の支援策が組み合わされている(要件書のマル乳調査で豊島区は他制度でも手厚い傾向が確認済み)
北区,多胎児家庭向け支援,多胎妊婦健康診査助成金 + 多胎児家庭移動経費支援事業 + ベビーシッター産後ドゥーラ,-9,24,なし,クーポン・利用料減免,"多胎妊婦の健診費用を追加助成。移動経費(タクシー等)を支援。ベビーシッター・産後ドゥーラは1時間500〜1,000円で利用可、初回は子ども1人につき最大2時間無料",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.kita.lg.jp/children-edu/pregnancy/1002777/1002795.html,2026-09-06,,
荒川区,多胎児家庭向け支援,ツインズサポート事業(ヘルパー派遣+タクシー+一時保育),-9,36,なし,クーポン・利用料減免,"ヘルパー派遣240時間分・タクシー利用料金助成・一時保育等利用料助成をパッケージで提供。一時保育は1時間300円(母子手帳取得〜3年の前日まで対象)。子育て交流サロンも無料",窓口 or オンライン,母子健康手帳,0,,https://www.city.arakawa.tokyo.jp/a035/kosodate/kosodateshien/twins_helper_r7.html,2026-09-06,,3事業パッケージ型で世田谷区と並び手厚い部類
板橋区,多胎児家庭向け支援,多胎児家庭支援事業(宿泊ケア) + 育児支援ヘルパー(加算) + 産後ドゥーラ(多胎60時間),0,36,なし,クーポン・利用料減免,"契約施設への宿泊で母子ケア・育児支援を最大6泊7日まで助成。育児支援ヘルパーは多胎児の場合時間数加算。産後ドゥーラは通常30時間のところ多胎児は60時間まで。多胎児向け交流会も実施",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.itabashi.tokyo.jp/kosodate/ninshin/shusan/1026953.html,2026-09-06,,
練馬区,多胎児家庭向け支援,育児支援ヘルパー + 子育て応援商品券(多子世帯) + ねりまぴよぴよ(一時保育)減額,0,36,なし,クーポン・利用料減免,育児支援ヘルパーは300円/時間。多子世帯向け子育て応援商品券はタクシー等に利用可。一時保育「ねりまぴよぴよ」は多胎児家庭向けに減額,窓口(在宅育児支援担当課),情報不足のため公式サイトで要確認,0,,https://www.happy-bears.com/special_corp/government/nerimaku/,2026-09-06,,公式ページでの詳細金額再確認を推奨
足立区,多胎児家庭向け支援,多胎児家庭移動支援 + 産後ケア多胎加算 + 産前・産後家事支援,0,36,なし,クーポン・利用料減免,"移動支援は24,000円分のこども商品券(健診・予防接種・多胎児サークル参加等に利用)。産後ケアは1日2,500円(1〜2泊)+多胎児2人目以降1日1,000円加算。家事支援ヘルパーは出産予定6週間前〜産後3ヶ月まで派遣",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.adachi.tokyo.jp/hoken/tataijikateiidoushien.html,2026-09-06,,多胎児親の会(自助グループ)も保健センターで開催
葛飾区,多胎児家庭向け支援,多胎児家庭移動支援事業 + 家事サポーター派遣 + 一時保育拡充 + 多胎妊婦健診助成,-9,36,なし,クーポン・利用料減免,"タクシー移動支援券24,000円。一時保育(ベビーシッター利用)は通常144時間のところ多胎児家庭は年288時間まで拡充。多胎妊婦健診は標準14回に加え5回分を追加助成。マタニティ・子育て支援バウチャー1万円/胎児(2人乗りベビーカー・チャイルドシート等の購入補助にも利用可)",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.katsushika.lg.jp/kenkou/1000050/1001804/1025660.html,2026-09-06,,一時保育時間が通常の2倍という明確な差別化ポイント
江戸川区,多胎児家庭向け支援,えどがわママパパ応援隊 + 産後ケア多胎加算免除 + 多胎児家庭移動経費補助,0,36,なし,クーポン・利用料減免,"ママパパ応援隊は500円/時間(減額制度あり)、多胎児妊娠中から利用対象で0歳児は保育サービス未利用なら14時間まで無料。産後ケア(宿泊型・デイサービス型・訪問型)は多胎児の追加料金が無料。移動経費補助事業も別途あり",窓口 or オンライン,情報不足のため公式サイトで要確認,0,,https://www.city.edogawa.tokyo.jp/e077/kosodate/kosodate/mamapapa_ouentai.html,2026-09-06,,
