ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
世田谷区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.setagaya.lg.jp/02244/1188.html,2026-09-06,,調査の結果、乳児向けの紙おむつ定期便等の現物支給制度は確認できず(せたがや子育て利用券は産前産後サービス券で用途が異なる)
渋谷区,紙おむつ・育児用品支給,紙おむつ購入費助成(渋谷区社会福祉協議会),,,要介護1以上または障害児等に限定,現金給付,商品価格の2割負担で紙おむつ購入可,渋谷区社会福祉協議会,要件確認書類,0,,https://www.shibuyashakyo.or.jp/chk/kamiomutsu-o.html,2026-09-06,,対象が要介護・障害児等に限定され一般の0歳児は対象外
中野区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.tokyo-nakano.lg.jp/kenko_hukushi/kourei/hokenhukushi/omutsu.html,2026-09-06,,調査の結果、乳児向け育児用品の現物支給制度は確認できず(おむつサービスは高齢者・障害者向けのみ)
杉並区,紙おむつ・育児用品支給,,,,乳幼児(3歳未満)は対象外と明記,,,,,0,,https://www.city.suginami.tokyo.jp/s036/8094.html,2026-09-06,,公式サイトで「乳幼児は対象外」と明記されている数少ない事例
豊島区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.toshima.lg.jp/203/kenko/shogai/zaitakushien/016102.html,2026-09-06,,調査の結果、乳児向け育児用品の現物支給制度は確認できず
北区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.kita.lg.jp/socialcare-health/elderly/1008607/1008614.html,2026-09-06,,調査の結果、乳児向け育児用品の現物支給制度は確認できず
荒川区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.arakawa.tokyo.jp/a028/koureishairyou/shien/hokenfukushi.html,2026-09-06,,調査の結果、乳児向け育児用品の現物支給制度は確認できず
板橋区,紙おむつ・育児用品支給,保育園おむつサブスク,0,,認可保育園等の利用者,現物給付,月額2000〜3000円程度で紙おむつ使い放題(保育園向け),各保育園経由,保育園利用登録,0,,https://sukusuku.tokyo-np.co.jp/hoiku/70729/,2026-09-06,,家庭への定期便ではなく保育園利用者限定のサブスク
練馬区,紙おむつ・育児用品支給,保育園おむつサブスク,0,,認可保育園等の利用者,現物給付,紙おむつ使い放題(保育園向け、詳細金額は要確認),各保育園経由,保育園利用登録,0,,https://sukusuku.tokyo-np.co.jp/hoiku/70729/,2026-09-06,,家庭への定期便ではなく保育園利用者限定のサブスク。約360施設へ拡大予定と報道
足立区,紙おむつ・育児用品支給,,,,所得制限撤廃の方針が報道されている(詳細未確認),,,,,0,,https://www.city.adachi.tokyo.jp/hisho/ku/kucho/20240216-mainichi.html,2026-09-06,,紙おむつ支給の対象拡大方針が報道されているが、乳児向け定期便の制度詳細は未確認。要再調査
葛飾区,紙おむつ・育児用品支給,,,,,,,,,0,,https://www.city.katsushika.lg.jp/kenkou/1000052/1030186/1002141/1002160.html,2026-09-06,,調査の結果、乳児向け育児用品の現物支給制度は確認できず(紙おむつ支給は3歳〜64歳の障害者向けのみ)
江戸川区,紙おむつ・育児用品支給,子育ておむつ定期便,0,12,なし,現物給付,見守り訪問員が毎月訪問し育児用品を配達(最大12回),オンライン申込,なし,1,2023年4月1日以降生まれの0歳児が対象(1歳になるまで),https://www.city.edogawa.tokyo.jp/e052/kosodate/kosodate/omutsuteikibin.html,2026-09-06,,見守り訪問と養育状況確認を兼ねる
