ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
渋谷区,子ども医療費助成,高校生等の子ども医療費助成(マル青),0,216,所得制限の明記は検索結果になし(23区共通方針に基づくと推定),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.shibuya.tokyo.jp/kodomo/kodomo-teate-josei/iryo-josei/page_00042.html,2026-09-06,,要再確認: 明示的な所得制限文言は未確認
中野区,子ども医療費助成,子ども医療費助成制度(マル乳・マル子・マル青),0,216,所得制限なし,現物給付,0〜18歳、保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,http://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/mokuteki/teate/iryohijyosei/kodomoiryojyosei.html,2026-09-06,,所得制限なしと明記あり
杉並区,子ども医療費助成,子どもの医療費助成(マル乳・マル子・マル青),0,216,所得制限なし(マル青について明記あり),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.suginami.tokyo.jp/kosodatekyouiku/kosodate/iryouhi/index.html,2026-09-06,,
豊島区,子ども医療費助成,子どもの医療費助成(マル青含む),0,216,所得制限なし,現物給付,自己負担分を助成。都内ルールの通院1回200円の自己負担分も区が独自に負担し実質窓口負担ゼロ。入院時食事負担金も対象,窓口,健康保険証等,0,,https://www.city.toshima.lg.jp/261/kosodate/kosodate/teate-jose/015729.html,2026-09-06,,"差別化ポイント: 他区にある200円自己負担すら豊島区は区費で肩代わりしている"
北区,子ども医療費助成,子ども医療費助成(概要),0,216,所得制限なし(23区共通方針とみられるが本ページでの明示未確認),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.kita.lg.jp/children-edu/childcare/1002909/1002913/1002914.html,2026-09-06,,要再確認: ページ本文までは未取得
荒川区,子ども医療費助成,乳幼児・子ども・高校生等医療費助成,0,216,所得制限なし,現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.arakawa.tokyo.jp/a035/kosodate/teate/iryohijyosei.html,2026-09-06,,所得制限なしと明記あり
板橋区,子ども医療費助成,子どもの医療の助成(マル乳・マル子・マル青),0,216,所得制限の明記なし(窓口負担なしの記載のみ確認),現物給付,保険診療分の医療費の窓口負担なし,窓口 or オンライン,健康保険証等,0,,https://www.city.itabashi.tokyo.jp/kosodate/teate/iryohi/index.html,2026-09-06,,要再確認: 明示的な所得制限文言は未確認
練馬区,子ども医療費助成,子ども医療費の助成(マル乳・マル子・マル青),0,216,所得制限なし,現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.nerima.tokyo.jp/kosodatekyoiku/kodomo/teateiryo/josei.html,2026-09-06,,所得制限なしと明記あり
足立区,子ども医療費助成,子ども医療費助成制度(マル乳・マル子・マル青),0,216,所得制限なし(23区共通方針とみられるが本ページでの明示未確認),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.adachi.tokyo.jp/oyako/k-kyoiku/kosodate/teate-iryohijose.html,2026-09-06,,要再確認: ページ本文までは未取得
葛飾区,子ども医療費助成,子どもの医療費の助成(乳幼児・子ども・高校生等医療証),0,216,所得制限の明記なし(条例に基づく助成という説明のみ確認),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.katsushika.lg.jp/kosodate/1000056/1002336/1002421.html,2026-09-06,,要再確認: 明示的な所得制限文言は未確認
江戸川区,子ども医療費助成,子ども医療費助成制度,0,216,所得制限なし(23区共通方針とみられるが本ページでの明示未確認),現物給付,保険診療の自己負担分を助成,窓口 or オンライン,健康保険証等,0,,https://www.city.edogawa.tokyo.jp/e049/kosodate/kosodate/teateshien/iryoujosei.html,2026-09-06,,要再確認: ページ本文までは未取得
