ward,category,program_name,min_age_months,max_age_months,income_condition,program_type,amount_or_content,application_channel,required_documents,has_deadline,deadline_rule,source_url,fetched_at,reviewed_by,notes
大田区,産前産後家事育児支援ヘルパー,産前産後家事・育児援助事業(にこにこサポート),-9,12,住民税非課税世帯・生活保護世帯は無料,クーポン・利用料減免,"住民税課税世帯は1時間1,000円(初回2時間無料)。非課税・生活保護世帯は無料",窓口(子育ち支援課),母子健康手帳,0,,https://www.city.ota.tokyo.jp/seikatsu/kodomo/shien/sango_enjo-nk.html,2026-09-06,,母子健康手帳交付後から産後1年に達する前日まで利用可能。産後ドゥーラが派遣される
世田谷区,産前産後家事育児支援ヘルパー,ふれあいサービス事業,-9,,要確認,クーポン・利用料減免,"利用料のほか年会費2,000円(3ヶ月以内の一時利用は1,000円)が必要。区が1回最大3,000円まで負担",世田谷区社会福祉協議会,母子健康手帳,0,,https://www.setagayashakyo.or.jp/service/fureai,2026-09-06,,多胎児家庭向けに「ツインズプラスサポート事業」も別途あり(2時間ごとの利用券方式)
渋谷区,産前産後家事育児支援ヘルパー,産前産後家事サポーター派遣事業,-9,36,非課税世帯は半額・生活保護世帯は免除,クーポン・利用料減免,"1時間1,100円(非課税世帯550円、生活保護世帯免除)。児童1人につき96時間まで",窓口/オンライン,母子健康手帳,0,,https://www.city.shibuya.tokyo.jp/kodomo/hoiku/hoiku-service/kajisapota.html,2026-09-06,,妊娠中から子が3歳の誕生日前日まで利用可能。往復交通費は無料
中野区,産前産後家事育児支援ヘルパー,産前産後家事・育児支援事業,-9,36,要確認,クーポン・利用料減免,"単胎児は40時間まで(上の子が3歳未満なら80時間まで)。多胎児は1歳未満150時間、1〜2歳120時間、2〜3歳90時間まで。料金は公式ページで要確認",オンライン申請(すこやか福祉センター),母子健康手帳,0,,https://www.city.tokyo-nakano.lg.jp/kosodate/kosodatesite_ohirune/nenreibetsu/syussan/sangoshien/sangokaji.html,2026-09-06,,ドゥーラ協会認定資格者が担当
杉並区,産前産後家事育児支援ヘルパー,産前・産後支援ヘルパー,-9,,住民税に応じて利用者負担あり,クーポン・利用料減免,料金は杉並子育て応援券(ゆりかご券含む)で支払い可能。具体的な時間額は公式ページで要確認,窓口(地域子育て支援課),母子健康手帳,0,,https://www.city.suginami.tokyo.jp/s054/1117.html,2026-09-06,,区内外24施設と提携。多胎児家庭向けヘルパーは別枠あり
豊島区,産前産後家事育児支援ヘルパー,としまいっしょに子育て 育児支援ヘルパー事業,-9,24,要確認,クーポン・利用料減免,"1回2〜4時間、毎日8時〜19時利用可能。1回の妊娠ごとに70時間まで(多胎児は160時間まで)。料金詳細は公式ページで要確認",窓口(子ども家庭支援センター),母子健康手帳,0,,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/022315.html,2026-09-06,,区内在住・2歳未満(産前も可)。産後ドゥーラ利用助成事業(妊娠中〜産後6ヶ月、12時間まで)は別制度
北区,産前産後家事育児支援ヘルパー,安心ママパパヘルパー事業,-9,,生活保護・非課税世帯は減免,クーポン・利用料減免,"単胎児はベビーシッター・産後ドゥーラともに1時間1,000円。多胎児はベビーシッター500円・産後ドゥーラ1,000円。初回は子1人につき各サービス2時間まで無料",窓口,母子健康手帳,0,,https://www.city.kita.lg.jp/children-edu/childcare/1002833/1002855/1003940.html,2026-09-06,,
荒川区,産前産後家事育児支援ヘルパー,(単胎向け制度は確認できず。多胎児向けのみ確認),,,,,,,,0,,https://www.city.arakawa.tokyo.jp/a035/kosodate/kosodateshien/twins_helper_r7.html,2026-09-06,,"調査の結果、単胎家庭向けの産前産後家事育児ヘルパー制度は確認できず。多胎児家庭向け「ツインズサポート事業」のみ確認(1時間300円、非課税半額、生活保護免除)。要再確認"
板橋区,産前産後家事育児支援ヘルパー,産前産後支援事業(産後ドゥーラ),-9,6,住民税非課税世帯は半額・生活保護世帯は免除,クーポン・利用料減免,"1時間1,300円(非課税半額、生活保護免除)。1回2〜4時間、上限30時間(多胎児は60時間)",窓口,母子健康手帳,0,,https://www.city.itabashi.tokyo.jp/kosodate/ninshin/ninshin/1049534.html,2026-09-06,,妊娠中から産後6ヶ月未満が対象
練馬区,産前産後家事育児支援ヘルパー,育児支援ヘルパー,-9,24,生活保護・住民税非課税世帯は免除,クーポン・利用料減免,"1時間1,000円(低体重児出産・20歳未満出産は500円、多胎児は300円)。通常36時間、条件により104時間まで",窓口,母子健康手帳,0,,https://www.city.nerima.tokyo.jp/kosodatekyoiku/kodomo/sodan/kodomokateicenter/helper.html,2026-09-06,,妊娠中〜子が2歳になる月の末日まで利用可能
足立区,産前産後家事育児支援ヘルパー,産前・産後家事支援事業,-9,,要確認,クーポン・利用料減免,料金は事業者へ直接支払い(具体額は公式PDF「利用のご案内」で要確認)。前日24時間以内のキャンセルは1時間分のキャンセル料,窓口,母子健康手帳,0,,https://www.city.adachi.tokyo.jp/kodomokate/k-kyoiku/kosodate/homehelp-jigyou.html,2026-09-06,,
葛飾区,産前産後家事育児支援ヘルパー,子育て家庭等家事サポーター派遣事業,-9,36,要確認,クーポン・利用料減免,利用料の一部を補助(具体額は公式ページで要確認),窓口,母子健康手帳,0,,https://www.city.katsushika.lg.jp/kosodate/1000056/1002333/1025713.html,2026-09-06,,区内在住の妊婦、または3歳未満の子を養育する家庭が対象
江戸川区,産前産後家事育児支援ヘルパー,家事・育児支援事業「えどがわママパパ応援隊」,-9,36,一部減額制度あり,クーポン・利用料減免,"1時間500円(一部減額制度あり)。0歳児で保育サービス未利用の家庭は14時間まで無料",窓口,母子健康手帳,0,,https://www.city.edogawa.tokyo.jp/e077/kosodate/kosodate/mamapapa_ouentai.html,2026-09-06,,対象は区内在住の3歳未満の子どもがいる家庭、または多胎児の妊婦
